,CollegeCode,College,Department,Area
7821,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
7822,BUG,Business,Business Administration,Business
7823,LIG,UI Libraries,University Libraries Admin,Women's Archives
7824,MEG,Medicine,OB/Gyn,Ob/Gyn
7825,ATG,Athletics,Athletics Non-Membership,Varsity Club
7826,ATG,Athletics,Athletics I-Club Membership,Athletics/Women I-Club
7827,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art History Building
7828,MEG,Medicine,Anesthesiology,Anesthesiology
7829,NUG,Nursing,Nursing Administration,Nursing General
7830,MEG,Medicine,Neuroscience Institute,Neuroscience Area
7831,MEG,Medicine,Biomedical Discovery Institute,Biomedical Discovery
7832,LWG,Law,Law Foundation,Law Foundation
7833,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
7834,MEG,Medicine,Pediatrics,Pediatric Nephrology
7835,MEG,Medicine,Medicine Administration,Medicine Administration
7836,SAG,Student Aid,Student Aid General Admin,Student Aid
7837,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
7838,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
7839,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
7840,ATG,Athletics,Athletics Campaigns,Hawkeye Athletics/Recreation Facilities Complex
7841,BUG,Business,Business Administration,Business
7842,LAG,Liberal Arts & Sciences,Communication Studies,Communication Studies
7843,MEG,Medicine,OB/Gyn,Cancer/OB-GYN
7844,MEG,Medicine,Anesthesiology,Anesthesiology
7845,MEG,Medicine,Cancer Center,Urology/Cancer
7846,BUG,Business,Business Administration,Business
7847,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
7848,ENG,Engineering,Engineering Administration,Engineering
7849,ENG,Engineering,Engineering Administration,Engineering
7850,LAG,Liberal Arts & Sciences,Computer Science,Computer Sci.
7851,MUG,Museum of Art,Museum Administration,Museum of Art General
7852,EDG,Education,Education Administration,Education
7853,MEG,Medicine,Medicine Administration,Medicine Administration
7854,MEG,Medicine,Pediatrics,Pediatrics
7855,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
7856,BUG,Business,Business Administration,Business
7857,LAG,Liberal Arts & Sciences,Art and Art History,Printmaking
7858,BUG,Business,Business Administration,Business
7859,AAG,Alumni Association,Alumni Association Admin,Alumni Assoc.
7860,MEG,Medicine,Internal Medicine,Hematology/Oncology
7861,BUG,Business,Business Administration,Business
7862,HAG,Hancher,Hancher Auditorium Admin,Hancher
7863,MUG,Museum of Art,Museum Administration,Museum of Art General
7864,BUG,Business,Business Administration,Finance
7865,SAG,Student Aid,Student Aid General Admin,Student Aid
7866,MEG,Medicine,Medicine Administration,Medicine Administration
7867,MEG,Medicine,Medicine Administration,Medicine Administration
7868,NUG,Nursing,Nursing Administration,Nursing General
7869,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
7870,LAG,Liberal Arts & Sciences,Religion,Religion
7871,MEG,Medicine,Eagles Diabetes Research Cente,Eagles Diabetes Research Cente
7872,LAG,Liberal Arts & Sciences,Statistics and Actuarial Science,Statistics & Actuarial Science
7873,ATG,Athletics,Athletics Non-Membership,Athletics/Women/Endow/No IClub
7874,MEG,Medicine,Cancer Center,Cancer Center
7875,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
7876,LAG,Liberal Arts & Sciences,Music,Music
7877,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
7878,BUG,Business,Accounting Group,Accounting
7879,LWG,Law,Law Administration,Law
7880,ENG,Engineering,Engineering Administration,Engineering
7881,BUG,Business,Business Administration,Business
7882,ENG,Engineering,Engineering Administration,Engineering Facilities
7883,MEG,Medicine,Radiology,Radiology
7884,MEG,Medicine,Neuroscience Institute,Neuroscience Area
7885,DEG,Dentistry,Endodontics,Endodontics
7886,MEG,Medicine,Pediatrics,Hematology/Oncology
7887,LAG,Liberal Arts & Sciences,Journalism,Journalism
7888,MEG,Medicine,Medicine Administration,Medicine Administration
7889,SAG,Student Aid,Student Aid General Admin,Student Aid
7890,UnivofIowa,University of Iowa,University of Iowa Administration,University of Iowa Receipt Only
7891,LAG,Liberal Arts & Sciences,Communication Studies,Communication Studies
7892,LAG,Liberal Arts & Sciences,Chemistry,Chemistry
7893,CUG,Campus Beautification,Campus Beautification Admin,Campus Beautification
7894,GCG,Graduate College,Graduate College Admin,Library Science
7895,ENG,Engineering,Civil/Environmental Engineering,Civil/Env. Eng.
7896,LIG,UI Libraries,University Libraries Admin,UI Libraries
7897,MEG,Medicine,Medicine Administration,Medicine Capital Campaign
7898,VSG,Office of Univ Student Life,VP Student Life Admin,VP Student Life
7899,LAG,Liberal Arts & Sciences,Literary Arts,English
7900,MEG,Medicine,Radiology,Radiology
7901,HSG,UI Hospitals and Clinics,UI Children's Hospital,UI Children's Hospital
7902,ATG,Athletics,Athletics Non-Membership,Athletics/Other Men/No I-Club
7903,LAG,Liberal Arts & Sciences,Department of Biology,Department of Biology
7904,MEG,Medicine,Dermatology,Dermatology
7905,LAG,Liberal Arts & Sciences,Music,Music
7906,NUG,Nursing,Nursing Administration,Nursing General
7907,LAG,Liberal Arts & Sciences,Geographical & Sustainability Studies,Geography
7908,DEG,Dentistry,Endodontics,Endodontics
7909,ATG,Athletics,Athletics I-Club Membership,Athletics/Men's/I-Club
7910,EDG,Education,Education Administration,Education
7911,BUG,Business,Business Administration,Business
7912,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
7913,MEG,Medicine,Basic Sciences,Anatomy and Cell Biology
7914,EDG,Education,Education Administration,Teacher Leader Center
7915,SAG,Student Aid,Student Aid General Admin,Student Aid
7916,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
7917,MEG,Medicine,Ophthalmology & Visual Science,Iowa Lions Bank
7918,LAG,Liberal Arts & Sciences,World Languages & Cultures,French and Italian
7919,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
7920,MEG,Medicine,Dermatology,Dermatology
7921,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
7922,ENG,Engineering,Engineering Administration,Engineering
7923,MEG,Medicine,Associated Medical Sciences,Phys. Therapy
7924,SAG,Student Aid,Student Aid General Admin,Student Aid
7925,LWG,Law,Law Foundation,Law Foundation
7926,MEG,Medicine,Medicine Administration,Medicine Administration
7927,LAG,Liberal Arts & Sciences,Dance,Dance
7928,VSG,Office of Univ Student Life,VP Student Life Admin,VP Student Life
7929,MEG,Medicine,Anesthesiology,Anesthesiology
7930,ATG,Athletics,Athletics Non-Membership,Athletics Other M or W/No-ICB
7931,VRG,Office of University Research,VP Research Administration,Hygenics - HY
7932,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
7933,LWG,Law,Law Foundation,Law Foundation
7934,LAG,Liberal Arts & Sciences,Earth & Environmental Science,Earth & Environmental Sciences
7935,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
7936,NUG,Nursing,Nursing Administration,Nursing Centennial
7937,LAG,Liberal Arts & Sciences,Sociology,Sociology
7938,LIG,UI Libraries,University Libraries Admin,Library Materials
7939,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
7940,BUG,Business,Business Administration,Business
7941,MEG,Medicine,Medicine Administration,Medicine Administration
7942,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
7943,ENG,Engineering,Engineering Administration,Engineering
7944,DEG,Dentistry,Periodontics,Periodontics
7945,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
7946,BUG,Business,Business Administration,Business
7947,LWG,Law,Law Administration,Law
7948,MEG,Medicine,Pathology,Pathology
7949,LAG,Liberal Arts & Sciences,Literary Arts,English
7950,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
7951,LAG,Liberal Arts & Sciences,Computer Science,Computer Sci.
7952,EDG,Education,Education Administration,Education
7953,LWG,Law,Law Foundation,Law Endowment Campaign
7954,ENG,Engineering,Biomedical Engineering,Biomedical Eng/IA Inst Bio Eng
7955,EDG,Education,Education Administration,Education
7956,LAG,Liberal Arts & Sciences,Chemistry,Chemistry
7957,BUG,Business,Business Administration,Business
7958,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
7959,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
7960,ENG,Engineering,Engineering Administration,Engineering
7961,MEG,Medicine,Pediatrics,Pediatrics
7962,ENG,Engineering,Inst. for Hydraulic Research,Inst. for Hydraulic Research
7963,SAG,Student Aid,Student Aid General Admin,Student Aid
7964,UUG,UI Unrestricted,UI Unrestricted Administration,Unrestricted to University
7965,MEG,Medicine,Medicine Administration,Medicine Administration
7966,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
7967,LWG,Law,Law Foundation,Law Foundation
7968,ENG,Engineering,Biomedical Engineering,Biomedical Eng/IA Inst Bio Eng
7969,LWG,Law,Law Foundation,Law Endowment Campaign
7970,LAG,Liberal Arts & Sciences,Theatre Arts,Theatre Arts
7971,LWG,Law,Law Foundation,Law Endowment Campaign
7972,LIG,UI Libraries,University Libraries Admin,Women's Archives
7973,LAG,Liberal Arts & Sciences,Journalism,Journalism
7974,MEG,Medicine,Pediatrics,Pediatrics
7975,LAG,Liberal Arts & Sciences,Communication Sciences & Disorders,Communication Sciences & Disor
7976,GCG,Graduate College,Graduate College Admin,Library Science
7977,MEG,Medicine,Medicine Administration,Medicine Administration
7978,MEG,Medicine,Medicine Administration,Medicine Administration
7979,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
7980,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Interdisciplinary Programs
7981,LAG,Liberal Arts & Sciences,Social Work,Social Work
7982,DEG,Dentistry,Dentistry Administration,Dentistry Other
7983,MEG,Medicine,Eagles Diabetes Research Cente,Eagles Diabetes Research Cente
7984,MEG,Medicine,Internal Medicine,Cardiovascular Diseases
7985,HAG,Hancher,Hancher Administration,Hancher
7986,MEG,Medicine,Cancer Center,Cancer Center
7987,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
7988,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
7989,LWG,Law,Law Administration,Law
7990,ENG,Engineering,Chemical/Materials Engineering,Chem./Mat. Eng.
7991,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
7992,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Dietary Services
7993,SAG,Student Aid,Student Aid General Admin,Student Aid
7994,ENG,Engineering,Engineering Administration,Engineering
7995,P1G,Provost Area Accounts,Provost Area Accounts,Career Center
7996,WSG,WSUI/KSUI,WSUI/KSUI Admin,WSUI/KSUI
7997,EDG,Education,Education Administration,Education
7998,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
7999,BUG,Business,Business Administration,Pappajohn Entrepreneurial Ctr
8000,ATG,Athletics,Ath NonDeduct NonMembership,Basketball Premium Seating
8001,CEG,Continuing Education,Continuing Education Admin,Continuing Edu.
8002,BUG,Business,Economics,Economics
8003,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
8004,LWG,Law,Law Foundation,Law Endowment Campaign
8005,LWG,Law,Law Administration,Law
8006,LIG,UI Libraries,University Libraries Admin,UI Libraries
8007,ATG,Athletics,Athletics I-Club Membership,Athletics/Women I-Club
8008,LAG,Liberal Arts & Sciences,Dance,Dance
8009,MEG,Medicine,Internal Medicine,Cardiovascular Diseases
8010,MEG,Medicine,Internal Medicine,Endocrinology/Metabolism
8011,SAG,Student Aid,Student Aid General Admin,Priority Scholarship
8012,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
8013,MEG,Medicine,Neurosurgery,Neurosurgery
8014,LAG,Liberal Arts & Sciences,Asian Languages and Literature,Asian Languages and Literature
8015,MEG,Medicine,OB/Gyn,Ob/Gyn
8016,BUG,Business,Business Administration,Business
8017,BUG,Business,Business Administration,Business
8018,LAG,Liberal Arts & Sciences,Earth & Environmental Science,Earth & Environmental Sciences
8019,DEG,Dentistry,Oral Pathology & Diagnosis,Oral Pathology and Diagnosis
8020,BUG,Business,Business Administration,Business
8021,ENG,Engineering,Engineering Administration,Engineering
8022,MEG,Medicine,Neurology,Neurology
8023,UKG,Unknown,Unknown Designation Admin,Unknown
8024,CEG,University College,University College Admin,Debate
8025,MEG,Medicine,Medicine Administration,Medicine Administration
8026,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
8027,NUG,Nursing,Nursing Administration,Nursing General
8028,LAG,Liberal Arts & Sciences,Literary Arts,Nonfiction Writing
8029,MEG,Medicine,Medicine Administration,Medicine Administration
8030,MEG,Medicine,Associated Medical Sciences,Phys. Therapy
8031,ATG,Athletics,Athletics I-Club Membership,Athletics/Men/Endowment/I-Club
8032,MUG,Museum of Art,Museum Administration,Museum of Art General
8033,MEG,Medicine,Cancer Center,Cancer Center
8034,LAG,Liberal Arts & Sciences,Cinematic Arts,Cinematic Arts
8035,BUG,Business,Business Administration,Management Science
8036,DEG,Dentistry,Orthodontics,Orthodontics
8037,DEG,Dentistry,Family Dentistry,Family Dentistry
8038,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
8039,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
8040,MEG,Medicine,Internal Medicine,Immunology
8041,MEG,Medicine,Associated Medical Sciences,Phys. Therapy
8042,LAG,Liberal Arts & Sciences,Physics and Astronomy,Physics & Astr.
8043,UUG,UI Unrestricted,UI Unrestricted Administration,Unrestricted to University
8044,MEG,Medicine,Cancer Center,Cancer Center
8045,PQG,Public Health,Health Management and Policy,Health Management and Policy
8046,HSG,UI Hospitals and Clinics,UI Children's Hospital,Center for Disabilities & Dev
8047,LWG,Law,Law Foundation,Law Endowment Campaign
8048,MEG,Medicine,Cancer Center,Urology/Cancer
8049,DEG,Dentistry,Prosthodontics,Prosthodontics
8050,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
8051,PQG,Public Health,Health Management and Policy,Health Management and Policy
8052,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
8053,ENG,Engineering,Engineering Administration,Engineering
8054,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Women's Health Care
8055,AAG,Alumni Association,Alumni Association Admin,Senior College
8056,LAG,Liberal Arts & Sciences,Political Science,Political Sci.
8057,MEG,Medicine,Pediatrics,Pediatrics Infectious Diseases
8058,MEG,Medicine,Neuroscience Institute,Neuroscience Area
8059,UUG,UI Unrestricted,UI Unrestricted Administration,Unrestricted to University
8060,DEG,Dentistry,Family Dentistry,Family Dentistry
8061,MEG,Medicine,Pathology,Pathology
8062,DEG,Dentistry,Operative Dentistry,Operative Dentistry
8063,MEG,Medicine,Cancer Center,Urology/Cancer
8064,SAG,Student Aid,Student Aid General Admin,Student Aid Iowa Club Accts
8065,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
8066,HSG,UI Hospitals and Clinics,UI Hospitals & Clinics Admin,Hospital Other
8067,PQG,Public Health,Public Health Administration,Public Health
8068,CEG,University College,University College Admin,Debate
8069,LAG,Liberal Arts & Sciences,Art and Art History,Printmaking
8070,MEG,Medicine,Cancer Center,HCCC Gynecologic Oncology
8071,MEG,Medicine,Medicine Administration,Medicine Administration
8072,BUG,Business,Business Administration,Business
8073,MEG,Medicine,Internal Medicine,Cardiovascular Diseases
8074,SAG,Student Aid,Student Aid General Admin,Student Aid
8075,ATG,Athletics,Athletics I-Club Membership,Athletics/Other M or W/I-Club
8076,LWG,Law,Law Administration,Law
8077,MEG,Medicine,Medicine Administration,Medicine Administration
8078,SAG,Student Aid,Student Aid General Admin,Priority Scholarship
8079,BUG,Business,Business Administration,Institute of Risk and Insuranc
8080,BUG,Business,Marketing,Marketing
8081,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
8082,MEG,Medicine,Internal Medicine,Infectious Diseases
8083,LAG,Liberal Arts & Sciences,Theatre Arts,Playwriting/Screenwriting
8084,HSG,UI Hospitals and Clinics,UI Hospitals & Clinics Admin,Hospital Other
8085,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery & Children
8086,MUG,Museum of Art,Museum Administration,Museum of Art General
8087,LIG,UI Libraries,University Libraries Admin,Hardin Lib for Health Sciences
8088,P1G,Provost Area Accounts,Provost Area Accounts,Provost Area
8089,ENG,Engineering,Engineering Administration,Engineering
